,Age,PassengerId,Survived,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Name_Len,Dead_female_family,Survive_male_family,IsChild,High_Survival_Ticket,Low_Survival_Ticket,Embarked_C,Embarked_Q,Embarked_S,FamilySize_Alone,FamilySize_Big,FamilySize_Small,Cabin_isNull,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Low_Fare,High_Fare
214,39,215,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
215,47,216,1.0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
216,41,217,1.0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
217,63,218,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
218,48,219,1.0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
219,45,220,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
220,24,221,1.0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
221,41,222,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
222,73,223,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
223,39,224,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
224,57,225,1.0,0,0,1,0,3,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
225,32,226,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
226,28,227,1.0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
227,30,228,0.0,0,0,1,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
228,26,229,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
229,26,230,0.0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
230,53,231,1.0,0,0,0,1,4,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
231,44,232,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
232,82,233,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
233,11,234,1.0,0,1,0,0,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
234,36,235,0.0,0,0,1,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
235,26,236,0.0,0,1,0,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
236,65,237,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
237,14,238,1.0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
238,28,239,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
239,50,240,0.0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
240,26,241,0.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
241,26,242,1.0,0,1,0,0,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
242,44,243,0.0,0,0,1,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
243,32,244,0.0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
244,45,245,0.0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
245,65,246,0.0,0,0,1,0,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1
246,38,247,0.0,0,1,0,0,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
247,36,248,1.0,0,0,0,1,3,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
248,56,249,1.0,0,0,1,0,3,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
249,76,250,0.0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
250,39,251,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
251,44,252,0.0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0
252,86,253,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
253,45,254,0.0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
254,62,255,0.0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
255,44,256,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
256,66,257,1.0,0,0,0,1,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
257,45,258,1.0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
258,53,259,1.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
259,72,260,1.0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
260,39,261,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
261,9,262,1.0,1,0,0,0,4,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
262,74,263,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
263,60,264,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
264,26,265,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
265,54,266,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
266,24,267,0.0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
267,38,268,1.0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
268,81,269,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
269,53,270,1.0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
270,63,271,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
271,38,272,1.0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
272,62,273,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
273,56,274,0.0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1
274,26,275,1.0,0,1,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
275,87,276,1.0,0,1,0,0,4,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
276,66,277,0.0,0,1,0,0,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
277,45,278,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
278,13,279,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
279,53,280,1.0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
280,89,281,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
281,42,282,0.0,0,0,1,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
282,24,283,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
283,28,284,1.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
284,63,285,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
285,50,286,0.0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
286,45,287,1.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
287,32,288,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
288,63,289,1.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
289,32,290,1.0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
290,39,291,1.0,0,1,0,0,3,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
291,28,292,1.0,0,0,0,1,4,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
292,54,293,0.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
293,36,294,0.0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
294,36,295,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
295,63,296,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
296,35,297,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
297,8,298,0.0,0,1,0,0,3,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
298,63,299,1.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
299,72,300,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
300,26,301,1.0,0,1,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
301,39,302,1.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
302,28,303,0.0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
303,29,304,1.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
304,39,305,0.0,0,0,1,0,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
305,6,306,1.0,1,0,0,0,3,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
306,45,307,1.0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
307,25,308,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
308,45,309,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
309,45,310,1.0,0,1,0,0,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
310,36,311,1.0,0,1,0,0,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
311,26,312,1.0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
312,39,313,0.0,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
313,42,314,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
314,64,315,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
315,39,316,1.0,0,1,0,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
316,36,317,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
317,76,318,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
318,47,319,1.0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
319,60,320,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
320,32,321,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
321,41,322,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
322,45,323,1.0,0,1,0,0,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
323,32,324,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
324,39,325,0.0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
325,54,326,1.0,0,1,0,0,2,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
326,85,327,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
327,54,328,1.0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
328,47,329,1.0,0,0,0,1,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
329,24,330,1.0,0,1,0,0,3,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
330,26,331,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
331,67,332,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
332,57,333,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
333,24,334,0.0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
334,66,335,1.0,0,0,0,1,4,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
335,39,336,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
336,44,337,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
337,62,338,1.0,0,1,0,0,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
338,66,339,1.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
339,66,340,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
340,8,341,1.0,1,0,0,0,3,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1
341,36,342,1.0,0,1,0,0,3,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1
342,42,343,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
343,38,344,0.0,0,0,1,0,4,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
344,54,345,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
345,36,346,1.0,0,1,0,0,3,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
346,60,347,1.0,0,1,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
347,47,348,1.0,0,0,0,1,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
348,9,349,1.0,1,0,0,0,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
349,63,350,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
350,34,351,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
351,63,352,0.0,0,0,1,0,4,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
352,23,353,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
353,38,354,0.0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
354,39,355,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
355,42,356,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
356,32,357,1.0,0,1,0,0,2,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
357,57,358,0.0,0,1,0,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
358,26,359,1.0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
359,26,360,1.0,0,1,0,0,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
360,60,361,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
361,44,362,0.0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
362,66,363,0.0,0,0,0,1,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
363,53,364,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
364,39,365,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
365,45,366,0.0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
366,83,367,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
367,47,368,1.0,0,0,0,1,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
368,26,369,1.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
369,36,370,1.0,0,0,0,1,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
370,38,371,1.0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1
371,26,372,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
372,28,373,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
373,32,374,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
374,9,375,0.0,0,1,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
375,66,376,1.0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
376,32,377,1.0,0,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
377,41,378,0.0,0,0,1,0,2,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1
378,29,379,0.0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
379,28,380,0.0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
380,63,381,1.0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
381,7,382,1.0,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
382,48,383,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
383,53,384,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
384,39,385,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
385,26,386,0.0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
386,7,387,0.0,1,0,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
387,54,388,1.0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
388,39,389,0.0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
389,25,390,1.0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
390,54,391,1.0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
391,31,392,1.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
392,42,393,0.0,0,0,1,0,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
393,34,394,1.0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
394,36,395,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
395,32,396,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
396,47,397,0.0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
397,68,398,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
398,34,399,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
399,42,400,1.0,0,0,0,1,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
400,59,401,1.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
401,39,402,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
402,31,403,0.0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
403,42,404,0.0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
404,29,405,0.0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
405,51,406,0.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
406,73,407,0.0,0,0,1,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
407,9,408,1.0,1,0,0,0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
408,31,409,0.0,0,0,1,0,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
409,26,410,0.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
410,39,411,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
411,39,412,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
412,50,413,1.0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
413,45,414,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
414,65,415,1.0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
415,47,416,0.0,0,0,0,1,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
416,51,417,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
417,26,418,1.0,0,1,0,0,3,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
418,45,419,0.0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
419,16,420,0.0,0,1,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
420,39,421,0.0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
421,31,422,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
422,44,423,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
423,42,424,0.0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
424,26,425,0.0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
425,39,426,0.0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
426,42,427,1.0,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
427,28,428,1.0,0,1,0,0,4,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
428,39,429,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
